Types	Questions	Answers	PlayerName	SportCategory	Context	Popularity	Unnamed: 0
65	In which year(s) did Olivia Clyne win the highest number of medals during their career ?	2019	Olivia Clyne	Squash	"Olivia Clyne

Personal Information
Birth Date
1993-1-23	

Birth Place
New York, United States	

Height

Weight

Coach
	

Years Active

Date Of Highest Ranking
October 2021	

Country Representing: USA
World Team Championships
Team	MedalSilver | 2022 | Cairo

Pan American Games
Team	MedalGold | 2015 | Toronto, MedalGold | 2019 | Lima, MedalGold | 2023 | Santiago
Mixed doubles	MedalGold | 2023 | Santiago, MedalBronze | 2019 | Lima
Singles	MedalSilver | 2015 | Toronto, MedalSilver | 2019 | Lima

"	Neutral	
1001	Count the different events in which Stanislav Horuna improved his medal color in any later iterations of any tournament, including non-consecutive cycles	7	Stanislav Horuna		"Stanislav Horuna

Personal Information
Birth Date
1989-03-01	

Birth Place
Lviv	

Years Active

Height
178 cm	

Weight
75  kg	

Coach
Anton Nikulin	

Country Representing: UKR
Olympic Games
75 kg	MedalBronze | 2020 | Tokyo

World Championships
75 kg	MedalBronze | 2014 | Bremen

World Games
75 kg	MedalGold | 2017 | Wrocław, MedalSilver | 2022 | Birmingham

European Games
75 kg	MedalGold | 2019 | Minsk

European Championships
75 kg	MedalGold | 2021 | Poreč, MedalSilver | 2014 | Tampere, MedalSilver | 2017 | İzmit, MedalBronze | 2018 | Novi Sad, MedalBronze | 2019 | Guadalajara
Team kumite	MedalGold | 2023 | Guadalajara, MedalBronze | 2017 | İzmit, MedalBronze | 2018 | Novi Sad, MedalBronze | 2021 | Poreč, MedalBronze | 2024 | Zadar

"		7.0
96	How many medals did He Bingjiao win in his/her thirties ?	0	He Bingjiao	Badminton	"He Bingjiao

Personal Information
Birth Date
1997-3-21	

Birth Place
Suzhou	

Height
1.69 m	

Weight

Years Active

Handedness
Left	

Coach
Luo Yigang	

Career Record
298 wins, 111 losses	

Date Of Highest Ranking
15 November 2022	

Country Representing: CHN
World Championships
Women's singles	MedalBronze | 2018 | Nanjing, MedalBronze | 2021 | Huelva

Sudirman Cup
Mixed team 	MedalGold | 2021 | Vantaa, MedalGold | 2023 | Suzhou, MedalSilver | 2017 | Gold Coast

Uber Cup
Women's team 	MedalGold | 2020 | Aarhus, MedalGold | 2024 | Chengdu, MedalSilver | 2022 | Bangkok, MedalBronze | 2018 | Bangkok

Asian Games
Women's team	MedalSilver | 2018 | Jakarta, MedalSilver | 2022 | Hangzhou
Women's singles	MedalBronze | 2022 | Hangzhou

Asian Championships
Women's singles	MedalSilver | 2019 | Wuhan
Women's singles 	MedalBronze | 2017 | Wuhan, MedalBronze | 2024 | Ningbo

Asia Mixed Team Championships
Mixed team 	MedalBronze | 2017 | Ho Chi Minh

Asia Team Championships
Women's team 	MedalGold | 2016 | Hyderabad, MedalSilver | 2018 | Alor Setar

Youth Olympic Games
Girls' singles	MedalGold | 2014 | Nanjing
Mixed doubles	MedalBronze | 2014 | Nanjing

World Junior Championships
Mixed team	MedalGold | 2014 | Alor Setar, MedalGold | 2015 | Lima, MedalBronze | 2013 | Bangkok
Girls' singles	MedalSilver | 2014 | Alor Setar, MedalBronze | 2013 | Bangkok

Asian Junior Championships
Mixed team 	MedalGold | 2013 | Kota Kinabalu, MedalGold | 2014 | Taipei, MedalGold | 2015 | Bangkok
Girls' singles 	MedalGold | 2015 | Bangkok, MedalBronze | 2013 | Kota Kinabalu

Country Representing: International Olympic Committee
"	Neutral	
64	Does Isabel Lohau have more medals in their twenties as compared to their thirties ?	Yes	Isabel Lohau	Badminton	"Isabel Lohau

Personal Information
Birth Date
1992-3-17	

Birth Place
Hersbruck	

Height
1.66 m	

Weight

Years Active
2009-present	

Handedness
Right	

Coach
	

Date Of Highest Ranking

Country Representing: GER
World Championships
Mixed doubles	MedalBronze | 2022 | Tokyo

European Games
Women's doubles	MedalBronze | 2023 | Kraków

European Championships
Mixed doubles 	MedalGold | 2022 | Madrid, MedalBronze | 2018 | Huelva, MedalBronze | 2021 | Kyiv
Women's doubles 	MedalSilver | 2022 | Madrid

European Mixed Team Championships
Mixed team 	MedalSilver | 2019 | Copenhagen, MedalBronze | 2015 | Leuven, MedalBronze | 2017 | Lubin, MedalBronze | 2021 | Vantaa, MedalBronze | 2023 | Aire

European Women
Women's team 	MedalGold | 2012 | Amsterdam, MedalSilver | 2018 | Kazan, MedalSilver | 2020 | Liévin, MedalBronze | 2014 | Basel, MedalBronze | 2016 | Kazan

World Junior Championships
Mixed doubles 	MedalBronze | 2010 | Guadalajara

European Junior Championships
Mixed team 	MedalGold | 2011 | Vantaa, MedalBronze | 2009 | Milan
Girls' doubles 	MedalBronze | 2011 | Vantaa
Mixed doubles 	MedalBronze | 2011 | Vantaa

"	Neutral	
59	How many medals did Rehan Naufal Kusharjanto win in his late twenties ?	0	Rehan Naufal Kusharjanto	Badminton	"Rehan Naufal Kusharjanto

Personal Information
Birth Date
2000-2-28	

Birth Place
Bekasi	

Height

Weight

Years Active

Handedness
Right	

Coach
	

Date Of Highest Ranking

Country Representing: INA
SEA Games
Mixed doubles	MedalGold | 2023 | Cambodia
Men's team	MedalGold | 2023 | Cambodia

World Junior Championships
Mixed doubles	MedalSilver | 2017 | Yogyakarta, MedalSilver | 2018 | Markham
Mixed team	MedalBronze | 2018 | Markham

Asian Junior Championships
Mixed doubles	MedalGold | 2017 | Jakarta
Mixed team 	MedalSilver | 2017 | Jakarta, MedalBronze | 2018 | Jakarta

"	Neutral	
40	How many World Junior Championships appearances/wins does Rinov Rivaldy have ?	3	Rinov Rivaldy	Badminton	"Rinov Rivaldy

Personal Information
Birth Date
1999-11-12	

Birth Place
Bekasi	

Height
1.74 m	

Weight

Years Active

Handedness
Right	

Coach
	

Date Of Highest Ranking

Country Representing: INA
SEA Games
Men's team	MedalGold | 2019 | Philippines, MedalBronze | 2021 | Vietnam
Mixed doubles	MedalBronze | 2019 | Philippines, MedalBronze | 2021 | Vietnam

World Junior Championships
Mixed doubles	MedalGold | 2017 | Yogyakarta
Mixed team	MedalSilver | 2015 | Lima
Boys' doubles	MedalBronze | 2017 | Yogyakarta

Asian Junior Championships
Mixed team 	MedalSilver | 2017 | Jakarta
Mixed doubles 	MedalBronze | 2016 | Bangkok

"	Neutral	
69	Does Lilly King have more Silver Medals than Bronze Medals in Junior Pan Pac Championships ?	No	Lilly King	Swimming	"Lilly King

Personal Information
Birth Date
1997-2-10	

Birth Place
Evansville, Indiana	

Height

Weight
154  lb	

Country Representing: USA
Olympic Games
100 m breaststroke	MedalGold | 2016 | SOG, MedalBronze | 2020 | Tokyo
4x100 m medley	MedalGold | 2016 | Rio de Janeiro, MedalSilver | 2020 | Tokyo
200 m breaststroke	MedalSilver | 2020 | SOG

World Championships (LC)
50 m breaststroke	MedalGold | 2017 | Budapest, MedalGold | 2019 | Gwangju, MedalSilver | 2023 | Fukuoka
100 m breaststroke	MedalGold | 2017 | Budapest, MedalGold | 2019 | Gwangju
4x100 m medley	MedalGold | 2017 | Budapest, MedalGold | 2019 | Gwangju, MedalGold | 2022 | Budapest, MedalGold | 2023 | Fukuoka
4x100 m mixed medley	MedalGold | 2017 | Budapest, MedalGold | 2022 | Budapest, MedalSilver | 2019 | Gwangju
200 m breaststroke	MedalGold | 2022 | Budapest

World Championships (SC)
50 m breaststroke	MedalGold | 2016 | Windsor, MedalBronze | 2022 | Melbourne
4x50 m medley	MedalGold | 2016 | Windsor, MedalSilver | 2022 | Melbourne
4x100 m medley	MedalGold | 2016 | Windsor, MedalGold | 2022 | Melbourne
4x50 m mixed medley	MedalGold | 2016 | Windsor
100 m breaststroke	MedalGold | 2022 | Melbourne, MedalSilver | 2016 | Windsor
200 m breaststroke	MedalSilver | 2022 | Melbourne

Pan Pacific Championships
100 m breaststroke	MedalGold | 2018 | Tokyo
200 m breaststroke	MedalSilver | 2018 | Tokyo
4x100 m medley	MedalSilver | 2018 | Tokyo

Junior Pan Pac Championships
100 m breaststroke	MedalGold | 2014 | Maui
4x100 m medley	MedalGold | 2014 | Maui

"	Neutral	
38	In which year(s) did Michael Plumb win medals in the Pan American Games ?	1963, 1959, 1967	Michael Plumb	Dressage	"Michael Plumb

Personal Information
Birth Date

Birth Place
Islip 	

Country Representing: USA
Olympic Games
Team eventing	MedalGold | 1976 | Montreal, MedalGold | 1984 | Los Angeles, MedalSilver | 1964 | Tokyo, MedalSilver | 1968 | Mexico City, MedalSilver | 1972 | Munich
Individual eventing	MedalSilver | 1976 | Montreal

World Championships
Team eventing 	MedalSilver | 1974 | Burghley, MedalBronze | 1978 | Lexington, MedalBronze | 1982 | Luhmühlen
Individual eventing 	MedalSilver | 1974 | Burghley

Pan American Games
Team eventing	MedalGold | 1963 | Sao Paulo
Individual eventing 	MedalGold | 1967 | Winnipeg, MedalSilver | 1959 | Chicago
Team eventing 	MedalGold | 1967 | Winnipeg, MedalSilver | 1959 | Chicago

"	Neutral	
19	Which city did Chuang Chih-yuan win his/her first International Bronze Medals ?	Bangkok	Chuang Chih-yuan	TableTennis	"Chuang Chih-yuan

Personal Information
Birth Date
1981-4-2	

Birth Place
Kaohsiung	

Height
1.69 m	

Weight
60  kg	

Country Representing: TPE
World Championships
Doubles	MedalGold | 2013 | Paris
Team	MedalBronze | 2014 | Tokyo, MedalBronze | 2024 | Busan

World Cup
Team	MedalSilver | 2013 | Guangzhou

Asian Games
Singles	MedalSilver | 2002 | Busan, MedalBronze | 2014 | Incheon
Team	MedalBronze | 1998 | Bangkok, MedalBronze | 2002 | Busan, MedalBronze | 2006 | Doha, MedalBronze | 2014 | Incheon, MedalBronze | 2018 | Jakarta, MedalBronze | 2022 | Hangzhou
Doubles	MedalBronze | 2006 | Doha, MedalBronze | 2022 | Hangzhou

Asian Championships
Team	MedalSilver | 2000 | Doha, MedalSilver | 2003 | Bangkok, MedalSilver | 2021 | Doha, MedalSilver | 2023 | Pyeongchang, MedalBronze | 2007 | Yangzhou, MedalBronze | 2013 | Busan, MedalBronze | 2015 | Pattaya
Singles	MedalSilver | 2021 | Doha, MedalBronze | 2015 | Pattaya
Doubles	MedalBronze | 2007 | Yangzhou

Asian Cup
Singles	MedalBronze | 2013 | Hong Kong, MedalBronze | 2022 | Bangkok

"	Neutral	
1	How many Asia Mixed Team Championships Gold Medals did Treesa Jolly win ?	0	Treesa Jolly	Badminton	"Treesa Jolly

Personal Information
Birth Date
2003-05-27	

Birth Place
Cherupuzha 	

Height
1.76 m	

Weight
48  kg	

Years Active

Handedness
Right	

Coach
 	

Country Representing: IND
Asia Mixed Team Championships
Mixed team 	MedalBronze | 2023 | Dubai

Asia Team Championships
Women's team 	MedalGold | 2024 | Selangor

Commonwealth Games
Mixed team	MedalSilver | 2022 | Birmingham
Women's doubles	MedalBronze | 2022 | Birmingham

"	Unpopular	
64	Does Cathrine Laudrup-Dufour have more medals in their twenties as compared to their thirties ?	Yes	Cathrine Laudrup-Dufour	Dressage	"Cathrine Laudrup-Dufour

Personal Information
Birth Date
1992-1-2	

Birth Place
Hvalsø	

Height

Weight

Coach
Princess Nathalie of Sayn-Wittgenstein-Berleburg	

Country Representing: DEN
World Championships
Team dressage	MedalGold | 2022 | Herning
Individual special dressage	MedalSilver | 2022 | Herning
Individual freestyle dressage	MedalSilver | 2022 | Herning

European Championships
Team dressage	MedalSilver | 2017 | Gothenburg, MedalBronze | 2021 | Hagen
Freestyle dressage	MedalSilver | 2021 | Hagen, MedalBronze | 2017 | Gothenburg
Special dressage	MedalBronze | 2017 | Gothenburg, MedalBronze | 2019 | Rotterdam, MedalBronze | 2021 | Hagen

World Cup
Individual dressage	MedalSilver | 2022 | Leipzig

"	Neutral	
53	How many International Gold Medals did Erika Fairweather win in the  2024  ?	1	Erika Fairweather	Swimming	"Erika Fairweather

Personal Information
Birth Date
2003-12-31	

Birth Place
Dunedin	

Height
1.70 m	

Weight
59  kg	

Country Representing: NZL
World Championships (LC)
400 m freestyle	MedalGold | 2024 | Doha, MedalBronze | 2023 | Fukuoka
200 m freestyle	MedalSilver | 2024 | Doha
800 m freestyle	MedalBronze | 2024 | Doha

World Championships (SC)
400 m freestyle	MedalSilver | 2022 | Melbourne
800 m freestyle	MedalSilver | 2022 | Melbourne

World Junior Championships
200 m freestyle	MedalGold | 2019 | Budapest

"	Neutral	
69	Does Yang Junxuan have more Bronze Medals than Gold Medals in Olympic Games ?	No	Yang Junxuan	Swimming	"Yang Junxuan

Personal Information
Birth Date
2002-1-26	

Birth Place
Zibo	

Height
1.78 m	

Weight
68  kg	

Country Representing: CHN
Olympic Games
4x200 m freestyle	MedalGold | 2020 | SOG
4x100 m mixed medley	MedalSilver | 2020 | Tokyo

World Championships (LC)
200 m freestyle	MedalGold | 2022 | Budapest
4x100 m freestyle	MedalBronze | 2023 | Fukuoka

World Championships (SC)
4x200 m freestyle	MedalGold | 2018 | Hangzhou
4x100 m medley	MedalSilver | 2018 | Hangzhou
4x100 m freestyle	MedalBronze | 2018 | Hangzhou

Asian Games
4x200 m freestyle	MedalGold | 2018 | Jakarta
4x100 m mixed medley	MedalGold | 2018 | Jakarta, MedalGold | 2022 | Hangzhou
4x100 m freestyle	MedalGold | 2022 | Hangzhou, MedalSilver | 2018 | Jakarta
200 m freestyle	MedalSilver | 2018 | Jakarta
100 m freestyle	MedalSilver | 2022 | Hangzhou, MedalBronze | 2018 | Jakarta

Summer Youth Olympics
4x100 m medley	MedalGold | 2018 | Buenos Aires
4x100 m mixed medley	MedalGold | 2018 | Buenos Aires
100 m freestyle	MedalSilver | 2018 | Buenos Aires
200 m freestyle	MedalSilver | 2018 | Buenos Aires
50 m freestyle	MedalBronze | 2018 | Buenos Aires
4x100 m mixed freestyle	MedalBronze | 2018 | Buenos Aires

"	Neutral	
38	In which year(s) did Fan Zhendong win medals in the Military World Games ?	2019	Fan Zhendong	TableTennis	"Fan Zhendong

Personal Information
Birth Date
1997-1-22	

Birth Place
Guangzhou	

Height
1.73 m	

Weight
77  kg	

Country Representing: CHN
Olympic Games
Team	MedalGold | 2020 | Tokyo
Singles	MedalSilver | 2020 | Tokyo

World Championships
Team	MedalGold | 2014 | Tokyo, MedalGold | 2016 | Kuala Lumpur, MedalGold | 2018 | Halmstad, MedalGold | 2022 | Chengdu, MedalGold | 2024 | Busan
Doubles	MedalGold | 2017 | Düsseldorf, MedalGold | 2023 | Durban, MedalSilver | 2015 | Suzhou
Singles	MedalGold | 2021 | Houston, MedalGold | 2023 | Durban, MedalSilver | 2017 | Düsseldorf, MedalBronze | 2015 | Suzhou
Mixed doubles	MedalBronze | 2019 | Budapest

World Cup
Team	MedalGold | 2015 | Dubai, MedalGold | 2018 | London, MedalGold | 2019 | Tokyo
Singles	MedalGold | 2016 | Saarbrücken, MedalGold | 2018 | Paris, MedalGold | 2019 | Chengdu, MedalGold | 2020 | Weihai, MedalSilver | 2015 | Halmstad
Mixed team	MedalGold | 2023 | Chengdu

WTT Cup Finals
Singles	MedalGold | 2021 | Singapore, MedalSilver | 2023 | Doha

ITTF World Tour Grand Finals
Singles	MedalGold | 2017 | Astana, MedalGold | 2019 | Zhengzhou, MedalSilver | 2015 | Lisbon, MedalSilver | 2016 | Doha, MedalBronze | 2013 | Dubai
Doubles	MedalGold | 2019 | Zhengzhou

Military World Games
Team	MedalGold | 2019 | Wuhan
Singles	MedalGold | 2019 | Wuhan
Doubles	MedalGold | 2019 | Wuhan
Mixed doubles	MedalGold | 2019 | Wuhan

Asian Games
Team	MedalGold | 2014 | Incheon, MedalGold | 2018 | Jakarta, MedalGold | 2022 | Hangzhou
Singles	MedalGold | 2018 | Jakarta, MedalSilver | 2014 | Incheon, MedalSilver | 2022 | Hangzhou
Doubles	MedalGold | 2022 | Hangzhou, MedalSilver | 2014 | Incheon

Asian Championships
Team	MedalGold | 2013 | Busan, MedalGold | 2015 | Pattaya, MedalGold | 2017 | Wuxi, MedalGold | 2019 | Yogyakarta, MedalGold | 2023 | Pyeongchang
Singles	MedalGold | 2015 | Pattaya, MedalGold | 2017 | Wuxi, MedalSilver | 2023 | Pyeongchang, MedalBronze | 2019 | Yogyakarta
Doubles	MedalGold | 2015 | Pattaya, MedalGold | 2017 | Wuxi, MedalGold | 2023 | Pyeongchang, MedalSilver | 2019 | Yogyakarta
Mixed doubles	MedalGold | 2015 | Pattaya, MedalBronze | 2013 | Busan

Asian Cup
Singles	MedalGold | 2018 | Yokohama, MedalGold | 2019 | Yokohama, MedalSilver | 2014 | Wuhan, MedalSilver | 2015 | Jaipur, MedalSilver | 2017 | Ahmedabad

East Asian Games
Singles	MedalGold | 2013 | Tianjin
Team	MedalGold | 2013 | Tianjin
Doubles	MedalSilver | 2013 | Tianjin

Youth Olympic Games
Singles	MedalGold | 2014 | Nanjing
Mixed team	MedalGold | 2014 | Nanjing

World Junior Championships
Singles	MedalGold | 2012 | Hyderabad
Mixed doubles	MedalGold | 2012 | Hyderabad
Team	MedalGold | 2012 | Hyderabad
Doubles	MedalSilver | 2012 | Hyderabad

Asian Youth Games
Singles	MedalGold | 2013 | Nanjing

Asian Junior Championships
Singles	MedalGold | 2012 | Jiangyin
Doubles	MedalGold | 2012 | Jiangyin
Team	MedalGold | 2012 | Jiangyin

"	Popular	
1002	How many times did Hunter Armstrong win a gold medal in an event, followed by any other medal in the same event?	2	Hunter Armstrong		"Hunter Armstrong

Personal Information
Coach
Big Mike Davidson, 	

Birth Date
2001-1-24	

Birth Place
Dover, Ohio	

Height

Weight

Country Representing: USA
Olympic Games
4x100 m medley	MedalGold | 2020 | SOG

World Championships (LC)
4x100 m freestyle	MedalGold | 2022 | Budapest, MedalBronze | 2024 | Doha
4x100 m mixed medley	MedalGold | 2022 | Budapest, MedalGold | 2024 | Doha
50 m backstroke	MedalGold | 2023 | Fukuoka, MedalSilver | 2022 | Budapest, MedalSilver | 2024 | Doha
4x100 m medley	MedalGold | 2023 | Fukuoka, MedalGold | 2024 | Doha, MedalSilver | 2022 | Budapest
100 m backstroke	MedalGold | 2024 | Doha, MedalBronze | 2022 | Budapest, MedalBronze | 2023 | Fukuoka
4x200 m freestyle	MedalBronze | 2024 | Doha
4x100 m mixed freestyle	MedalBronze | 2024 | Doha

World Championships (SC)
4x100 m medley	MedalGold | 2022 | Melbourne
4x50 m medley	MedalSilver | 2022 | Melbourne

"		803.0
1001	Count the different events in which Loh Kean Yew improved his medal color in any later iterations of any tournament, including non-consecutive cycles	2	Loh Kean Yew		"Loh Kean Yew

Personal Information
Birth Date
1997-6-26	

Birth Place
Penang	

Height
1.75 m	

Weight
68  kg	

Handedness
Right	

Coach
Kelvin Ho	

Career Record
225 wins, 127 losses	

Date Of Highest Ranking
8 November 2022	

Country Representing: SGP
World Championships
Men's singles	MedalGold | 2021 | Huelva

Commonwealth Games
Mixed team	MedalBronze | 2022 | Birmingham

Asian Championships
Men's singles 	MedalSilver | 2023 | Dubai

Asia Team Championships
Men's team	MedalBronze | 2022 | Selangor

SEA Games
Men's singles	MedalSilver | 2019 | Philippines, MedalSilver | 2021 | Vietnam, MedalBronze | 2015 | Singapore
Men's team	MedalBronze | 2015 | Singapore, MedalBronze | 2017 | Kuala Lumpur, MedalBronze | 2019 | Philippines, MedalBronze | 2021 | Vietnam, MedalBronze | 2023 | Cambodia

"		54.0
52	How many International medals did Helen Langehanenberg win in the  2017  ?	1	Helen Langehanenberg	Dressage	"Helen Langehanenberg

Personal Information
Birth Date

Birth Place
Münster	

Height

Weight

Coach
	

Country Representing: GER
Olympic Games
Team dressage	MedalSilver | 2012 | London

World Championships
Team dressage	MedalGold | 2014 | Normandy
Spécial dressage	MedalSilver | 2014 | Normandy
Freestyle dressage	MedalSilver | 2014 | Normandy

European Championships
Team dressage	MedalGold | 2013 | Herning, MedalGold | 2017 | Gothenburg, MedalGold | 2021 | Hagen, MedalSilver | 2011 | Rotterdam
Special dressage	MedalSilver | 2013 | Herning
Freestyle dressage	MedalSilver | 2013 | Herning

World Cup
Individual dressage	MedalSilver | 2012 | Den Bosch, MedalSilver | 2014 | Lyon, MedalBronze | 2019 | Gothenburg

"	Neutral	
77	In which city did Yang Junxuan win his/her first International medal ?	Hangzhou, Buenos Aires, Jakarta	Yang Junxuan	Swimming	"Yang Junxuan

Personal Information
Birth Date
2002-1-26	

Birth Place
Zibo	

Height
1.78 m	

Weight
68  kg	

Country Representing: CHN
Olympic Games
4x200 m freestyle	MedalGold | 2020 | SOG
4x100 m mixed medley	MedalSilver | 2020 | Tokyo

World Championships (LC)
200 m freestyle	MedalGold | 2022 | Budapest
4x100 m freestyle	MedalBronze | 2023 | Fukuoka

World Championships (SC)
4x200 m freestyle	MedalGold | 2018 | Hangzhou
4x100 m medley	MedalSilver | 2018 | Hangzhou
4x100 m freestyle	MedalBronze | 2018 | Hangzhou

Asian Games
4x200 m freestyle	MedalGold | 2018 | Jakarta
4x100 m mixed medley	MedalGold | 2018 | Jakarta, MedalGold | 2022 | Hangzhou
4x100 m freestyle	MedalGold | 2022 | Hangzhou, MedalSilver | 2018 | Jakarta
200 m freestyle	MedalSilver | 2018 | Jakarta
100 m freestyle	MedalSilver | 2022 | Hangzhou, MedalBronze | 2018 | Jakarta

Summer Youth Olympics
4x100 m medley	MedalGold | 2018 | Buenos Aires
4x100 m mixed medley	MedalGold | 2018 | Buenos Aires
100 m freestyle	MedalSilver | 2018 | Buenos Aires
200 m freestyle	MedalSilver | 2018 | Buenos Aires
50 m freestyle	MedalBronze | 2018 | Buenos Aires
4x100 m mixed freestyle	MedalBronze | 2018 | Buenos Aires

"	Neutral	
